id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
15047576,2014-09-30 20:01:00,1969,5549,$1.60,Swipe Transaction,14528,Englewood,FL,34223.0,5499,
15047715,2014-09-30 20:54:00,1771,5937,$58.15,Swipe Transaction,25887,Roseville,CA,95678.0,5814,
15047859,2014-09-30 22:03:00,846,3443,$94.38,Swipe Transaction,25887,Mount Juliet,TN,37122.0,5814,
15048267,2014-10-01 05:05:00,52,4976,$117.32,Swipe Transaction,91128,Pleasant Valley,NY,12569.0,5411,
15048658,2014-10-01 07:28:00,1138,5292,$4.52,Swipe Transaction,32175,Pelham,AL,35124.0,7538,
15049013,2014-10-01 08:49:00,885,5086,$0.29,Swipe Transaction,14528,Crane,MO,65633.0,5499,
15049451,2014-10-01 10:41:00,1788,289,$62.21,Swipe Transaction,44036,Raceland,LA,70394.0,5411,
15049926,2014-10-01 12:17:00,199,2306,$0.21,Swipe Transaction,14528,Allen,TX,75002.0,5499,
15050143,2014-10-01 13:01:00,430,4351,$210.76,Swipe Transaction,38602,Highland,IN,46322.0,5311,
15050312,2014-10-01 13:30:00,144,5247,$23.34,Swipe Transaction,60569,Hensley,AR,72065.0,5300,
15050746,2014-10-01 14:58:00,1549,3264,$5.93,Swipe Transaction,54746,Montgomery,TX,77316.0,7832,
15050826,2014-10-01 15:18:00,408,2515,$5.02,Swipe Transaction,29426,Barron,WI,54812.0,5912,
15051550,2014-10-01 18:31:00,1776,4938,$52.11,Swipe Transaction,54773,Bloomingdale,OH,43910.0,5311,
15051642,2014-10-01 19:00:00,528,5161,$22.41,Swipe Transaction,30055,Hull,IA,51239.0,7832,
15051706,2014-10-01 19:27:00,64,4852,$55.81,Swipe Transaction,35451,Amsterdam,Netherlands,,5812,
15051725,2014-10-01 19:35:00,1556,4333,$50.72,Swipe Transaction,58696,New Salem,ND,58563.0,7832,
15051838,2014-10-01 20:18:00,464,3233,$120.00,Swipe Transaction,27092,Orlando,FL,32807.0,4829,
15052407,2014-10-02 02:42:00,1077,214,$2.48,Swipe Transaction,67615,Ukiah,CA,95482.0,5411,
15052679,2014-10-02 06:39:00,1177,4860,$3.89,Swipe Transaction,50783,Stratford,CT,6614.0,5411,
15052686,2014-10-02 06:41:00,1456,5935,$60.00,Swipe Transaction,27092,Lucedale,MS,39452.0,4829,
15052726,2014-10-02 06:55:00,580,5109,$40.73,Online Transaction,39021,ONLINE,,,4784,
15052768,2014-10-02 07:03:00,1324,3054,$25.39,Swipe Transaction,59935,Sarasota,FL,34232.0,5499,
15053490,2014-10-02 09:49:00,1776,4938,$52.00,Swipe Transaction,43293,Nashport,OH,43830.0,5499,
15054025,2014-10-02 11:43:00,2,3298,$99.20,Swipe Transaction,60569,Bronx,NY,10462.0,5300,
15054314,2014-10-02 12:43:00,557,5570,$99.00,Swipe Transaction,61195,Inglewood,CA,90303.0,5541,
15054345,2014-10-02 12:48:00,242,1229,$100.00,Swipe Transaction,27092,Littleton,MA,1460.0,4829,
15054405,2014-10-02 12:59:00,831,4156,$58.00,Swipe Transaction,26810,Davenport,IA,52804.0,5541,
15054812,2014-10-02 14:21:00,1529,4985,$0.58,Swipe Transaction,14528,Pompano Beach,FL,33076.0,5499,
15054836,2014-10-02 14:25:00,1003,3130,$190.59,Swipe Transaction,31883,Atlantic City,NJ,8401.0,7995,
15054937,2014-10-02 14:41:00,872,4132,$-71.00,Swipe Transaction,49789,Maywood,IL,60153.0,5541,
15055134,2014-10-02 15:23:00,1135,3081,$23.57,Swipe Transaction,99631,Torrance,CA,90503.0,4121,
15055463,2014-10-02 16:35:00,557,5570,$66.85,Swipe Transaction,60569,Inglewood,CA,90302.0,5300,
15055650,2014-10-02 17:19:00,171,3704,$-66.00,Swipe Transaction,61195,Greenville,SC,29607.0,5541,
15056295,2014-10-02 21:09:00,1995,4180,$28.41,Swipe Transaction,78454,Chambersburg,PA,17202.0,5812,
15056502,2014-10-02 22:29:00,1148,3128,$41.29,Swipe Transaction,69972,Philadelphia,PA,19145.0,5814,
15057275,2014-10-03 07:11:00,1920,3415,$52.95,Swipe Transaction,19964,Sauk Rapids,MN,56379.0,5311,
15057286,2014-10-03 07:14:00,1020,2728,$76.57,Swipe Transaction,19421,Schaumburg,IL,60194.0,5912,
15057327,2014-10-03 07:21:00,1629,4290,$4.09,Swipe Transaction,59935,Fort Lauderdale,FL,33313.0,5499,
15057809,2014-10-03 08:48:00,964,2407,$0.34,Swipe Transaction,92979,Palisades Park,NJ,7650.0,5912,
15057973,2014-10-03 09:17:00,148,2144,$17.16,Swipe Transaction,83480,Center Barnstead,NH,3225.0,9402,
15058163,2014-10-03 09:50:00,47,5630,$2.83,Swipe Transaction,61195,Bronx,NY,10456.0,5541,
15058179,2014-10-03 09:52:00,254,1247,$40.00,Swipe Transaction,27092,Longmont,CO,80503.0,4829,
15058239,2014-10-03 10:03:00,1648,1187,$4.51,Swipe Transaction,14528,Mendham,NJ,7945.0,5499,
15058642,2014-10-03 11:16:00,810,4262,$140.00,Swipe Transaction,27092,Louisville,KY,40213.0,4829,
15058692,2014-10-03 11:26:00,918,2175,$27.93,Swipe Transaction,13646,Fairchance,PA,15436.0,7538,
15059176,2014-10-03 12:56:00,1466,5884,$5.80,Swipe Transaction,37916,Seaford,DE,19973.0,5812,
15059252,2014-10-03 13:11:00,1654,1200,$56.00,Swipe Transaction,61195,Newport,RI,2840.0,5541,
15059449,2014-10-03 13:45:00,1356,5480,$99.01,Swipe Transaction,22204,Conrath,WI,54731.0,5541,
15059497,2014-10-03 13:55:00,267,326,$71.39,Swipe Transaction,48919,Lawrenceburg,KY,40342.0,5311,
15059857,2014-10-03 15:03:00,1382,1110,$16.01,Swipe Transaction,88632,Dallas,TX,75253.0,5921,
15059968,2014-10-03 15:25:00,1694,5288,$51.91,Swipe Transaction,28978,Stamford,CT,6902.0,5300,
15060331,2014-10-03 16:44:00,496,5806,$60.00,Swipe Transaction,61195,Mesquite,TX,75149.0,5541,
15060664,2014-10-03 18:27:00,394,4717,$23.62,Swipe Transaction,7216,Stamford,CT,6907.0,5192,
15060824,2014-10-03 19:26:00,449,2738,$34.58,Swipe Transaction,20884,New Kensington,PA,15068.0,5812,
15060907,2014-10-03 19:57:00,1874,5789,$20.14,Swipe Transaction,64476,Miami,FL,33175.0,5813,
15061098,2014-10-03 21:20:00,705,5359,$40.43,Swipe Transaction,32175,Hamlin,NY,14464.0,7538,
15061368,2014-10-04 00:01:00,287,3527,$27.79,Swipe Transaction,60569,League City,TX,77573.0,5300,
15061636,2014-10-04 05:53:00,825,42,$99.32,Swipe Transaction,72241,La Verne,CA,91750.0,5411,
15061773,2014-10-04 06:33:00,1478,4789,$7.16,Swipe Transaction,80397,Lincoln,CA,95648.0,5812,
15061899,2014-10-04 06:59:00,1376,4871,$10.26,Swipe Transaction,26810,Cedar Park,TX,78613.0,5541,
15061917,2014-10-04 07:03:00,552,3275,$95.00,Swipe Transaction,26810,Gainesville,FL,32608.0,5541,
15062072,2014-10-04 07:29:00,519,4390,$1.80,Swipe Transaction,59935,Las Vegas,NV,89142.0,5499,
15062169,2014-10-04 07:46:00,1931,3530,$67.54,Swipe Transaction,50783,Wellesley,MA,2482.0,5411,
15062222,2014-10-04 07:57:00,1137,3688,$1.55,Swipe Transaction,69972,Chicago,IL,60606.0,5814,
15062616,2014-10-04 09:10:00,148,4288,$24.05,Swipe Transaction,83480,Center Barnstead,NH,3225.0,9402,
15062689,2014-10-04 09:22:00,1067,3016,$55.58,Swipe Transaction,28395,Moab,UT,84532.0,5541,
15063009,2014-10-04 10:22:00,123,227,$0.23,Swipe Transaction,85497,Griffin,GA,30224.0,5812,
15063136,2014-10-04 10:46:00,1725,3296,$-69.00,Swipe Transaction,59935,Henrico,VA,23228.0,5499,
15063285,2014-10-04 11:11:00,494,3273,$90.00,Swipe Transaction,43293,Laurel,MD,20708.0,5499,
15063293,2014-10-04 11:13:00,185,5361,$2.68,Swipe Transaction,59935,Elizabeth,NJ,7202.0,5499,
15063595,2014-10-04 12:06:00,1024,1006,$488.53,Swipe Transaction,43076,Andover,KS,67002.0,8111,
15063714,2014-10-04 12:24:00,674,5348,$11.88,Swipe Transaction,61195,San Diego,CA,92105.0,5541,
15064022,2014-10-04 13:14:00,1452,3801,$100.00,Swipe Transaction,50867,Houston,TX,77056.0,5541,
15064129,2014-10-04 13:34:00,1102,2822,$102.13,Swipe Transaction,60569,Muskogee,OK,74403.0,5300,
15064152,2014-10-04 13:39:00,62,2425,$28.34,Swipe Transaction,60600,Auburn,CA,95602.0,5499,
15064239,2014-10-04 13:57:00,1576,5855,$11.34,Swipe Transaction,23909,Waterford,MI,48329.0,5411,
15064318,2014-10-04 14:13:00,1988,6063,$31.48,Swipe Transaction,59935,Miami,FL,33156.0,5499,
15064367,2014-10-04 14:24:00,570,5897,$72.65,Swipe Transaction,40538,Gainesville,GA,30504.0,5912,
15064380,2014-10-04 14:26:00,1664,5147,$2.49,Swipe Transaction,32858,Dearborn,MI,48126.0,5311,
15064612,2014-10-04 15:17:00,1776,4938,$41.33,Swipe Transaction,61195,Nashport,OH,43830.0,5541,
15064805,2014-10-04 15:57:00,96,3773,$104.07,Swipe Transaction,43293,Yorba Linda,CA,92887.0,5499,
15064862,2014-10-04 16:07:00,1452,3801,$80.84,Swipe Transaction,13657,Houston,TX,77056.0,5411,
15065069,2014-10-04 16:45:00,1648,5282,$280.00,Swipe Transaction,27092,Cherry Hill,NJ,8003.0,4829,
15065110,2014-10-04 16:54:00,92,3448,$8.23,Online Transaction,16798,ONLINE,,,4121,
15065623,2014-10-04 19:50:00,1416,6061,$35.61,Swipe Transaction,69972,Camillus,NY,13031.0,5814,
15065858,2014-10-04 21:38:00,1654,2915,$76.42,Swipe Transaction,13523,Pawtucket,RI,2860.0,5310,
15065861,2014-10-04 21:40:00,39,2039,$50.80,Swipe Transaction,55060,Sandy Hook,CT,6482.0,5812,
15066512,2014-10-05 06:36:00,34,1166,$81.84,Swipe Transaction,13646,Sacramento,CA,95842.0,7538,
15066843,2014-10-05 07:35:00,1816,182,$8.25,Swipe Transaction,75781,Monterey,IN,46960.0,5411,
15066870,2014-10-05 07:40:00,678,3577,$35.89,Swipe Transaction,3888,Buffalo,NY,14215.0,5211,Insufficient Balance
15066998,2014-10-05 08:03:00,1115,4225,$62.88,Swipe Transaction,60569,Flint,TX,75762.0,5300,
15067571,2014-10-05 09:45:00,1918,3898,$8.21,Swipe Transaction,32051,Auburn,AL,36831.0,5411,
15068227,2014-10-05 11:41:00,1081,3427,$100.00,Swipe Transaction,43293,Aurora,CO,80013.0,5499,
15069127,2014-10-05 14:23:00,1262,2432,$0.78,Swipe Transaction,14528,Red Bluff,CA,96080.0,5499,
15069233,2014-10-05 14:41:00,1954,4879,$120.00,Swipe Transaction,27092,Caldwell,NJ,7006.0,4829,
15069456,2014-10-05 15:19:00,909,5232,$88.00,Swipe Transaction,61195,Puyallup,WA,98375.0,5541,
15070044,2014-10-05 17:37:00,1916,3258,$20.95,Swipe Transaction,87593,Quincy,FL,32352.0,5411,
15070427,2014-10-05 20:08:00,1759,266,$91.00,Swipe Transaction,73081,Oceanside,CA,92057.0,5300,
15071133,2014-10-06 05:35:00,1513,3933,$1.06,Swipe Transaction,86438,Shelton,CT,6484.0,5499,
15071178,2014-10-06 06:03:00,1531,2573,$23.09,Swipe Transaction,46474,Summerville,GA,30747.0,7538,
15071219,2014-10-06 06:11:00,81,2962,$4.16,Swipe Transaction,86809,Seguin,TX,78155.0,5812,
15071335,2014-10-06 06:36:00,230,5033,$10.33,Swipe Transaction,49251,Baton Rouge,LA,70815.0,5912,
15071362,2014-10-06 06:41:00,1604,2207,$6.72,Swipe Transaction,81833,Batesville,MS,38606.0,5912,
15071449,2014-10-06 07:00:00,387,4601,$1.74,Swipe Transaction,88646,Ashtabula,OH,44004.0,5812,
15071525,2014-10-06 07:15:00,1910,3242,$23.67,Online Transaction,39021,ONLINE,,,4784,
15071583,2014-10-06 07:28:00,1358,3426,$70.26,Swipe Transaction,22204,Middleton,WI,53562.0,5541,
15071983,2014-10-06 08:41:00,804,1071,$54.92,Swipe Transaction,61195,Bowling Green,KY,42101.0,5541,
15072292,2014-10-06 09:39:00,59,1001,$26.36,Swipe Transaction,13371,Silver City,NM,88062.0,5912,
15072404,2014-10-06 10:03:00,112,6040,$2.05,Swipe Transaction,61195,La Fargeville,NY,13656.0,5541,
15072480,2014-10-06 10:17:00,831,3286,$131.10,Online Transaction,9932,ONLINE,,,5311,
15072492,2014-10-06 10:20:00,1150,1225,$5.37,Swipe Transaction,19464,Hurst,TX,76054.0,5812,
15072496,2014-10-06 10:20:00,1909,4017,$2.22,Swipe Transaction,44578,Los Angeles,CA,90009.0,5812,
15072765,2014-10-06 11:11:00,1204,3821,$11.78,Swipe Transaction,75781,Marshfield,MA,2050.0,5411,
15072812,2014-10-06 11:21:00,597,3414,$-58.00,Swipe Transaction,59935,Arroyo Grande,CA,93420.0,5499,
15072886,2014-10-06 11:33:00,1296,3665,$17.29,Swipe Transaction,14636,Longwood,FL,32750.0,4121,
15072906,2014-10-06 11:36:00,1859,2241,$37.05,Swipe Transaction,36934,Middletown,NY,10940.0,7538,
15073042,2014-10-06 12:02:00,53,3581,$50.00,Swipe Transaction,43293,Vacaville,CA,95687.0,5499,
15073118,2014-10-06 12:16:00,921,4646,$3.16,Swipe Transaction,2177,Sodus,NY,14551.0,5411,
15073312,2014-10-06 12:48:00,1543,3864,$22.23,Swipe Transaction,75781,Sherman Oaks,CA,91423.0,5411,
15073996,2014-10-06 14:59:00,609,4215,$71.39,Swipe Transaction,89069,Garland,TX,75040.0,5251,
15074075,2014-10-06 15:11:00,1513,2965,$20.19,Swipe Transaction,68660,Shelton,CT,6484.0,7542,
15074097,2014-10-06 15:15:00,585,5881,$21.45,Online Transaction,16798,ONLINE,,,4121,
15074119,2014-10-06 15:18:00,901,4152,$9.01,Swipe Transaction,43293,Pensacola,FL,32507.0,5499,
15074871,2014-10-06 18:28:00,1422,5515,$26.75,Swipe Transaction,32606,Los Angeles,CA,90063.0,7832,
15075349,2014-10-06 21:55:00,1267,3802,$97.15,Swipe Transaction,78454,Edmonds,WA,98026.0,5812,
15075716,2014-10-07 04:16:00,1203,3429,$29.01,Online Transaction,39261,ONLINE,,,5815,
15076043,2014-10-07 06:43:00,898,4660,$4.04,Swipe Transaction,59935,Allentown,PA,18102.0,5499,
15076194,2014-10-07 07:09:00,1509,1347,$11.91,Swipe Transaction,86212,Parkville,MD,21234.0,5411,
15076343,2014-10-07 07:32:00,1192,1211,$0.52,Swipe Transaction,14528,Shelby,NC,28150.0,5499,
15076843,2014-10-07 09:02:00,851,1241,$152.97,Online Transaction,17976,ONLINE,,,4900,
15076955,2014-10-07 09:22:00,807,5299,$60.00,Swipe Transaction,27092,Holland,MI,49424.0,4829,
15077316,2014-10-07 10:29:00,819,1322,$0.90,Swipe Transaction,50783,Pittsburgh,PA,15229.0,5411,
15077710,2014-10-07 11:43:00,2,2576,$79.10,Swipe Transaction,61806,Bronx,NY,10460.0,5912,
15078367,2014-10-07 13:35:00,1659,185,$11.95,Swipe Transaction,77246,Wauconda,IL,60084.0,5300,
15079032,2014-10-07 15:45:00,1088,6095,$22.47,Swipe Transaction,82981,Charleston,SC,29403.0,5912,
15079485,2014-10-07 17:29:00,1963,4565,$18.85,Online Transaction,18563,ONLINE,,,4121,
15079797,2014-10-07 19:29:00,1684,94,$27.68,Online Transaction,39021,ONLINE,,,4784,
15079968,2014-10-07 20:40:00,4,5391,$43.18,Swipe Transaction,40408,Seattle,WA,98122.0,5812,
15080236,2014-10-07 22:36:00,217,5448,$18.59,Swipe Transaction,44921,Summit Argo,IL,60501.0,5812,
15080239,2014-10-07 22:36:00,1871,4429,$55.18,Swipe Transaction,75936,Albuquerque,NM,87121.0,5814,
15080439,2014-10-08 01:56:00,1682,3407,$32.76,Swipe Transaction,21586,Grand Forks,ND,58201.0,5411,
15080688,2014-10-08 06:33:00,380,5838,$1.71,Swipe Transaction,14528,Des Moines,IA,50313.0,5499,
15081341,2014-10-08 09:06:00,1559,2920,$27.42,Online Transaction,39021,ONLINE,,,4784,
15081790,2014-10-08 10:52:00,1384,3723,$6.92,Swipe Transaction,44578,Orlando,FL,32828.0,5812,
15081958,2014-10-08 11:29:00,712,5506,$16.50,Swipe Transaction,35430,Chula Vista,CA,91910.0,5411,
15082520,2014-10-08 13:23:00,240,4348,$47.99,Swipe Transaction,20519,Newport,TN,37821.0,5942,
15082665,2014-10-08 13:51:00,746,3492,$45.64,Swipe Transaction,52713,Brooklyn,NY,11212.0,5655,
15082718,2014-10-08 14:03:00,77,4837,$100.00,Swipe Transaction,27092,Vineland,NJ,8360.0,4829,
15082798,2014-10-08 14:21:00,1039,4937,$80.00,Swipe Transaction,27092,Los Angeles,CA,90036.0,4829,
15082830,2014-10-08 14:28:00,1941,1109,$-57.00,Swipe Transaction,43293,Cooper,TX,75432.0,5499,
15083013,2014-10-08 15:02:00,1917,5803,$147.88,Swipe Transaction,22204,Rocky Point,NY,11778.0,5541,Insufficient Balance
15083138,2014-10-08 15:33:00,662,2638,$10.58,Swipe Transaction,53537,Glen Ellyn,IL,60137.0,5411,
15083635,2014-10-08 17:17:00,1648,5282,$320.00,Swipe Transaction,27092,Cherry Hill,NJ,8003.0,4829,
15083971,2014-10-08 19:18:00,1825,4310,$53.68,Swipe Transaction,36979,Pueblo,CO,81004.0,5812,
15084685,2014-10-09 02:06:00,77,5688,$19.82,Swipe Transaction,81833,Wildwood,NJ,8260.0,5912,
15084797,2014-10-09 05:30:00,595,4666,$80.37,Swipe Transaction,68751,Cary,NC,27519.0,5651,
15084868,2014-10-09 06:10:00,1696,2408,$11.13,Online Transaction,50404,ONLINE,,,4784,
15085216,2014-10-09 07:45:00,602,3982,$75.08,Swipe Transaction,31707,Grantville,GA,30220.0,4111,
15085296,2014-10-09 08:01:00,1533,2649,$41.61,Swipe Transaction,95924,Indianapolis,IN,46237.0,7230,
15085434,2014-10-09 08:30:00,291,169,$46.17,Swipe Transaction,50783,San Diego,CA,92110.0,5411,
15085495,2014-10-09 08:43:00,472,3811,$-57.00,Swipe Transaction,61195,Round Lake,IL,60073.0,5541,
15086122,2014-10-09 11:01:00,1022,5148,$10.78,Swipe Transaction,61195,Monroe,NC,28112.0,5541,
15086513,2014-10-09 12:20:00,917,2887,$60.00,Swipe Transaction,27092,Chula Vista,CA,91910.0,4829,
15087462,2014-10-09 15:27:00,1923,2041,$40.82,Swipe Transaction,30928,Clever,MO,65631.0,5541,
15087510,2014-10-09 15:36:00,1246,5023,$85.24,Swipe Transaction,98374,Mobile,AL,36671.0,5411,
15087548,2014-10-09 15:46:00,1299,3263,$-152.00,Swipe Transaction,3558,Winnsboro,TX,75494.0,3640,
15087575,2014-10-09 15:52:00,1544,3137,$96.51,Swipe Transaction,50783,New Lebanon,OH,45345.0,5411,
15087653,2014-10-09 16:07:00,1871,2430,$9.18,Swipe Transaction,43293,Albuquerque,NM,87121.0,5499,
15087690,2014-10-09 16:15:00,662,2638,$70.91,Swipe Transaction,59935,Glen Ellyn,IL,60137.0,5499,
15087714,2014-10-09 16:19:00,1512,2582,$230.54,Swipe Transaction,6612,Indianapolis,IN,46236.0,4900,
15088342,2014-10-09 19:19:00,1330,6045,$31.15,Online Transaction,15143,ONLINE,,,4784,
15088352,2014-10-09 19:23:00,1662,2675,$47.11,Swipe Transaction,11849,Belleville,IL,62221.0,5912,
15088802,2014-10-09 22:10:00,743,1270,$34.25,Swipe Transaction,35451,Greenville,NC,27858.0,5812,
15089322,2014-10-10 06:12:00,211,3739,$3.01,Swipe Transaction,12014,Lake Havasu City,AZ,86406.0,5814,
15089742,2014-10-10 07:45:00,1969,3080,$24.45,Online Transaction,39021,ONLINE,,,4784,
15090282,2014-10-10 09:14:00,573,3268,$1.57,Swipe Transaction,86438,Thomson,GA,30824.0,5499,
15090371,2014-10-10 09:32:00,154,5393,$75.14,Swipe Transaction,34922,Fayetteville,NC,28312.0,7538,
15090538,2014-10-10 10:04:00,731,5659,$10.40,Swipe Transaction,46474,Palo Alto,CA,94301.0,7538,
15090965,2014-10-10 11:27:00,733,2529,$7.49,Swipe Transaction,72351,Brownwood,TX,76801.0,5541,
15091185,2014-10-10 12:05:00,229,2683,$11.87,Swipe Transaction,45926,Springville,IA,52336.0,5814,
15091580,2014-10-10 13:10:00,1823,3244,$15.89,Swipe Transaction,44578,Gilbert,AZ,85233.0,5812,
15092105,2014-10-10 14:51:00,1902,3056,$9.46,Swipe Transaction,59397,Cambridge,OH,43725.0,5812,
15092128,2014-10-10 14:56:00,208,4980,$-68.00,Swipe Transaction,22204,Federal Way,WA,98023.0,5541,
15092203,2014-10-10 15:14:00,200,2875,$40.28,Swipe Transaction,20519,Bruceton Mills,WV,26525.0,5942,
15092252,2014-10-10 15:27:00,81,4525,$24.79,Swipe Transaction,20561,San Antonio,TX,78201.0,5912,
15092275,2014-10-10 15:33:00,1604,2950,$15.86,Swipe Transaction,59935,Batesville,MS,38606.0,5499,
15092458,2014-10-10 16:15:00,1123,4350,$44.33,Swipe Transaction,61195,Laurel Hill,NC,28351.0,5541,
15092489,2014-10-10 16:22:00,737,148,$101.70,Swipe Transaction,81833,Medford,OR,97504.0,5912,
15092805,2014-10-10 17:37:00,331,3818,$-98.00,Swipe Transaction,22204,Andrews,SC,29510.0,5541,
15092886,2014-10-10 18:07:00,1104,5766,$18.18,Swipe Transaction,32803,Pompano Beach,FL,33060.0,5261,Technical Glitch
15093200,2014-10-10 20:19:00,1765,4808,$61.38,Swipe Transaction,76593,Thomson,GA,30824.0,5912,
15093477,2014-10-10 22:23:00,1969,4981,$96.47,Swipe Transaction,32259,Bradenton,FL,34212.0,5621,
15094376,2014-10-11 07:27:00,1406,3883,$1.17,Swipe Transaction,20519,Wilburton,OK,74578.0,5942,
15094456,2014-10-11 07:43:00,1509,5276,$22.93,Swipe Transaction,98374,Parkville,MD,21234.0,5411,
15094632,2014-10-11 08:13:00,1379,4796,$81.46,Online Transaction,9932,ONLINE,,,5311,
15094964,2014-10-11 09:13:00,459,5620,$-85.00,Swipe Transaction,43293,Lodi,CA,95242.0,5499,
15094997,2014-10-11 09:18:00,744,4571,$7.96,Swipe Transaction,61195,Miami,FL,33196.0,5541,
15096445,2014-10-11 13:33:00,646,2093,$96.88,Swipe Transaction,35674,Cleveland,OH,44120.0,5411,
15096907,2014-10-11 15:02:00,1253,2561,$28.56,Swipe Transaction,73517,Beacon Falls,CT,6403.0,5912,
15097143,2014-10-11 15:48:00,1302,5464,$98.93,Swipe Transaction,50867,Jefferson,NC,28640.0,5541,
15097335,2014-10-11 16:26:00,106,3484,$11.04,Swipe Transaction,21433,Indianapolis,IN,46203.0,5921,
15097358,2014-10-11 16:30:00,1638,3856,$103.64,Online Transaction,86369,ONLINE,,,4899,
15097792,2014-10-11 18:40:00,554,3912,$140.56,Swipe Transaction,17815,La Porte,TX,77571.0,5912,
15097850,2014-10-11 19:05:00,1466,5884,$20.11,Online Transaction,16798,ONLINE,,,4121,
15098061,2014-10-11 20:43:00,1569,2458,$16.84,Swipe Transaction,75209,Sioux Falls,SD,57107.0,5921,
15098141,2014-10-11 21:19:00,1699,5593,$82.26,Swipe Transaction,75936,San Jose,CA,95134.0,5814,
15098201,2014-10-11 21:45:00,699,3875,$1.27,Swipe Transaction,20519,Camanche,IA,52730.0,5942,
15098794,2014-10-12 06:19:00,1799,5909,$4.64,Swipe Transaction,43293,Woodinville,WA,98077.0,5499,
15098830,2014-10-12 06:25:00,1129,2677,$7.06,Swipe Transaction,20561,Ramona,CA,92065.0,5912,
15099036,2014-10-12 07:08:00,38,2526,$-59.00,Swipe Transaction,59935,Fort Myers,FL,33901.0,5499,
15099172,2014-10-12 07:32:00,772,4858,$6.24,Swipe Transaction,35451,Gresham,OR,97080.0,5812,
15099546,2014-10-12 08:38:00,1078,225,$-79.00,Swipe Transaction,59935,Maroa,IL,61756.0,5499,
15099676,2014-10-12 09:01:00,810,4309,$6.48,Swipe Transaction,96318,Springfield,KY,40069.0,5921,
15099832,2014-10-12 09:30:00,1412,5687,$5.98,Swipe Transaction,59935,Bowling Green,KY,42103.0,5499,
15099851,2014-10-12 09:34:00,285,2927,$31.23,Swipe Transaction,13646,Watsonville,CA,95076.0,7538,
15099875,2014-10-12 09:40:00,1168,3239,$57.00,Swipe Transaction,61195,Berkeley Heights,NJ,7922.0,5541,
15099924,2014-10-12 09:47:00,1903,2973,$7.26,Swipe Transaction,61195,Seattle,WA,98118.0,5541,
15100360,2014-10-12 11:06:00,992,4511,$35.27,Swipe Transaction,36027,Chesterfield,VA,23832.0,7230,
15100728,2014-10-12 12:10:00,1442,2650,$7.60,Swipe Transaction,36749,Gooding,ID,83330.0,5411,
15101157,2014-10-12 13:29:00,1888,1016,$11.93,Swipe Transaction,23481,Starbuck,MN,56381.0,5812,
15101424,2014-10-12 14:22:00,494,3273,$163.67,Swipe Transaction,99370,Bowie,MD,20720.0,5311,
15101743,2014-10-12 15:25:00,1194,5270,$28.29,Online Transaction,39021,ONLINE,,,4784,
15101812,2014-10-12 15:40:00,1897,4948,$1.44,Swipe Transaction,14528,Huntington,NY,11743.0,5499,
15101854,2014-10-12 15:51:00,1752,3880,$20.35,Swipe Transaction,59935,Abbeville,LA,70510.0,5499,
15101897,2014-10-12 16:01:00,203,5375,$67.11,Swipe Transaction,66032,Port Royal,SC,29935.0,4900,
15102536,2014-10-12 19:11:00,1509,5276,$53.04,Swipe Transaction,10156,Parkville,MD,21234.0,5812,
15102840,2014-10-12 21:23:00,1261,4121,$-439.00,Swipe Transaction,57133,Waianae,HI,96792.0,3730,
15102970,2014-10-12 22:22:00,1525,3853,$18.51,Swipe Transaction,3882,Harvey,LA,70058.0,5921,
15102973,2014-10-12 22:24:00,506,4513,$44.42,Swipe Transaction,96771,Lake View,NY,14085.0,5812,
15103213,2014-10-13 02:31:00,244,1082,$40.01,Swipe Transaction,65940,Quincy,FL,32353.0,5411,
15104035,2014-10-13 07:57:00,472,3811,$-91.00,Swipe Transaction,59935,Round Lake,IL,60073.0,5499,
15104085,2014-10-13 08:05:00,1540,3496,$34.64,Swipe Transaction,65881,Mason,OH,45040.0,5311,
15104232,2014-10-13 08:30:00,705,5359,$33.56,Swipe Transaction,22465,Cedar Ridge,CA,95924.0,7538,
15104342,2014-10-13 08:49:00,1812,2531,$86.15,Swipe Transaction,94123,North Little Rock,AR,72117.0,5310,
15104451,2014-10-13 09:08:00,305,341,$2.69,Swipe Transaction,1336,Willsboro,NY,12996.0,5411,
15104801,2014-10-13 10:13:00,709,5259,$3.11,Swipe Transaction,59935,Fort Atkinson,WI,53538.0,5499,
15104871,2014-10-13 10:24:00,663,4831,$4.98,Swipe Transaction,59935,Franklin,TN,37067.0,5499,
15104886,2014-10-13 10:27:00,1433,203,$27.00,Swipe Transaction,50783,Mobile,AL,36695.0,5411,Insufficient Balance
15104963,2014-10-13 10:43:00,40,3648,$90.02,Swipe Transaction,20561,Chillicothe,OH,45601.0,5912,
15105267,2014-10-13 11:39:00,1052,3651,$11.68,Swipe Transaction,53103,Pinole,CA,94564.0,5812,
15105928,2014-10-13 13:32:00,1195,3219,$80.00,Swipe Transaction,27092,Austin,MN,55912.0,4829,Insufficient Balance
15105987,2014-10-13 13:45:00,1147,3924,$96.00,Swipe Transaction,22204,Whitehouse Station,NJ,8889.0,5541,
15106219,2014-10-13 14:26:00,476,1070,$79.00,Swipe Transaction,59935,Alburtis,PA,18011.0,5499,
15106292,2014-10-13 14:37:00,1852,2477,$15.06,Swipe Transaction,25516,Chandler,AZ,85226.0,5310,
