id,client_id,card_brand,card_type,expires,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
5418,1963,Visa,Debit,06/2020,YES,1,$29041,11/2004,2008,No
3317,1963,Mastercard,Debit,02/2024,YES,1,$25297,06/2006,2006,No
1638,1963,Mastercard,Debit (Prepaid),05/2020,YES,1,$71,02/2020,2020,No
6058,1963,Visa,Debit,02/2023,YES,1,$21692,12/2011,2012,No
3364,1963,Visa,Debit,11/2024,YES,1,$18384,06/2007,2009,No
4565,1963,Visa,Credit,12/2023,YES,1,$20700,09/2004,2012,No
1381,764,Mastercard,Debit,11/2021,YES,1,$20467,02/2018,2018,No
286,764,Visa,Debit,04/2020,YES,1,$16109,01/2011,2011,No
3727,764,Amex,Credit,12/2024,YES,1,$13900,07/2005,2012,No
1910,764,Visa,Credit,01/2022,YES,1,$4400,02/2020,2020,No
2136,213,Amex,Credit,02/2024,YES,2,$20400,03/2007,2010,No
5291,213,Mastercard,Debit,05/2023,YES,2,$18074,10/2014,2014,No
1639,213,Mastercard,Debit,05/2024,YES,1,$37778,02/2020,2020,No
4954,410,Mastercard,Debit,01/2015,YES,2,$26822,10/2001,2007,No
2801,410,Visa,Credit,10/2006,YES,2,$15000,05/1998,2008,No
1221,1685,Mastercard,Debit,02/2023,YES,1,$8451,02/2010,2010,No
5613,1685,Mastercard,Debit (Prepaid),07/2021,YES,2,$26,11/2010,2017,No
1253,225,Visa,Debit,12/2020,YES,1,$20661,02/2010,2010,No
4382,225,Visa,Debit,08/2018,YES,2,$16523,08/2011,2011,No
432,225,Discover,Credit,09/2023,YES,2,$16600,01/2020,2020,No
4780,225,Mastercard,Credit,09/2023,YES,2,$14300,09/2010,2010,No
608,1210,Mastercard,Debit,01/2020,YES,2,$6824,01/2020,2020,No
4606,1210,Mastercard,Debit,07/2023,YES,1,$10589,09/2006,2015,No
4846,1210,Amex,Credit,10/2020,YES,2,$8600,09/2013,2013,No
3403,1210,Visa,Debit,12/2020,YES,1,$26982,06/2008,2008,No
1911,1336,Visa,Credit,02/2020,YES,2,$15000,02/2020,2020,No
5400,576,Amex,Credit,04/2023,YES,2,$8100,11/2004,2011,No
5664,576,Visa,Debit,02/2022,YES,1,$26471,11/2011,2011,No
4624,576,Visa,Debit,08/2022,NO,1,$37656,09/2006,2010,No
5968,576,Mastercard,Debit,08/2022,YES,2,$27947,12/2009,2011,No
3057,576,Mastercard,Debit,01/2024,YES,1,$29465,05/2010,2010,No
3600,576,Visa,Debit,07/2020,YES,1,$21070,06/2015,2015,No
2384,576,Mastercard,Debit,01/2021,YES,2,$27537,03/2019,2019,No
4969,1677,Mastercard,Debit,04/2022,YES,2,$13404,10/2002,2018,No
324,1677,Visa,Credit,10/2024,YES,2,$2400,01/2013,2013,No
3080,1969,Visa,Debit,02/2015,YES,1,$3016,05/2010,2011,No
5549,1969,Visa,Debit,10/2020,YES,2,$32809,11/2008,2010,No
4934,1969,Mastercard,Debit,08/2024,YES,2,$16519,10/1998,2015,No
4231,1969,Visa,Debit,12/2016,NO,2,$28759,08/2007,2014,No
4981,1969,Discover,Credit,01/2022,YES,1,$12300,10/2003,2010,No
4142,1431,Visa,Credit,03/2012,YES,2,$4900,08/2004,2010,No
1912,558,Visa,Debit,07/2024,YES,1,$8980,02/2020,2020,No
1640,558,Mastercard,Debit,02/2020,YES,1,$3402,02/2020,2020,No
848,558,Visa,Credit,12/2022,YES,2,$8800,01/2020,2020,No
1254,1482,Visa,Debit,10/2021,YES,2,$34877,02/2010,2012,No
5017,1295,Visa,Credit,02/2024,YES,1,$9900,10/2004,2014,No
3318,1295,Mastercard,Debit,05/2020,YES,2,$11382,06/2006,2009,No
2949,1295,Visa,Credit,08/2023,YES,1,$7500,05/2007,2009,No
609,1295,Mastercard,Debit (Prepaid),02/2020,YES,1,$72,01/2020,2020,No
5567,1468,Mastercard,Debit,12/2020,YES,1,$26764,11/2009,2014,No
3058,1468,Mastercard,Debit,10/2010,YES,1,$32035,05/2010,2014,No
4854,538,Mastercard,Debit,12/2014,YES,1,$11906,09/2013,2013,No
5441,538,Visa,Credit,06/2020,YES,2,$7000,11/2005,2018,No
4161,538,Mastercard,Debit,12/2014,YES,2,$6993,08/2005,2016,No
2396,538,Visa,Debit,03/2013,YES,2,$1513,04/1994,2019,No
1319,748,Mastercard,Debit,06/2022,YES,1,$18204,02/2013,2013,No
2763,748,Mastercard,Debit,01/2017,YES,1,$20067,04/2016,2016,No
1067,748,Visa,Credit,12/2020,YES,1,$14400,02/2005,2012,No
1641,1068,Mastercard,Debit,02/2020,YES,1,$11355,02/2020,2020,No
5343,1068,Visa,Debit,07/2023,YES,1,$10448,10/2019,2019,No
849,1068,Visa,Debit,12/2024,YES,1,$11573,01/2020,2020,No
2967,41,Mastercard,Debit (Prepaid),05/2021,YES,1,$83,05/2008,2011,No
3213,807,Visa,Debit,03/2023,NO,1,$30903,06/1999,2008,No
4889,807,Visa,Debit (Prepaid),06/2021,YES,1,$91,09/2015,2015,No
5299,807,Visa,Debit (Prepaid),06/2020,YES,1,$62,10/2014,2014,No
2813,1430,Mastercard,Debit,12/2024,YES,2,$1936,05/2001,2010,No
2074,1430,Visa,Credit,01/2022,YES,1,$9100,03/2004,2010,No
4383,1430,Visa,Debit,01/2021,NO,2,$25726,08/2011,2011,No
66,1430,Discover,Credit,03/2020,YES,1,$12200,01/2005,2013,No
3987,1430,Visa,Credit,10/2022,YES,2,$400,07/2011,2011,No
4110,1873,Mastercard,Debit,02/2021,YES,2,$20042,08/2002,2006,No
4741,1873,Visa,Credit,07/2016,YES,1,$7700,09/2009,2009,No
306,1873,Visa,Debit (Prepaid),12/2024,NO,2,$60,01/2012,2012,No
1642,204,Mastercard,Debit,02/2020,YES,2,$18725,02/2020,2020,No
1913,424,Visa,Credit,05/2021,YES,1,$11100,02/2020,2020,No
610,424,Mastercard,Debit,06/2022,YES,2,$38,01/2020,2020,No
5052,980,Mastercard,Debit,04/2020,YES,1,$14185,10/2006,2006,No
181,980,Visa,Debit,08/2011,YES,1,$16094,01/2008,2010,No
1643,980,Mastercard,Debit,07/2021,YES,1,$26819,02/2020,2020,No
2454,980,Amex,Credit,10/2021,YES,2,$14600,04/2004,2013,No
6059,980,Visa,Credit,02/2021,YES,2,$5800,12/2011,2011,No
4855,980,Mastercard,Debit,04/2016,YES,1,$16789,09/2013,2013,No
4409,980,Mastercard,Debit,09/2020,YES,1,$14213,08/2013,2013,No
4919,1415,Visa,Credit,01/2021,YES,2,$6400,09/2018,2018,No
850,600,Visa,Debit,04/2020,YES,1,$18373,01/2020,2020,No
4328,652,Mastercard,Debit,12/2024,YES,1,$16203,08/2010,2010,No
2502,652,Amex,Credit,12/2023,YES,2,$16500,04/2006,2016,No
4293,652,Mastercard,Debit,07/2023,YES,1,$19962,08/2009,2012,No
4607,652,Mastercard,Debit (Prepaid),02/2020,YES,2,$52,09/2006,2011,No
1197,652,Visa,Debit,02/2020,YES,2,$2045,02/2009,2014,No
1255,652,Visa,Debit,02/2023,YES,2,$21607,02/2010,2018,No
5492,1129,Mastercard,Debit,01/2015,YES,2,$18109,11/2007,2010,No
102,1129,Mastercard,Debit,05/2020,YES,1,$14802,01/2006,2008,No
2677,1129,Mastercard,Credit,06/2022,YES,1,$7600,04/2011,2011,No
5852,885,Discover,Credit,06/2021,YES,1,$9000,12/2006,2006,No
5086,885,Mastercard,Debit (Prepaid),05/2023,YES,1,$63,10/2007,2013,No
6005,885,Mastercard,Debit,11/2022,YES,2,$7784,12/2010,2014,No
4256,1899,Mastercard,Debit,11/2009,YES,1,$29761,08/2008,2010,No
5969,1899,Mastercard,Debit (Prepaid),04/2023,YES,1,$64,12/2009,2011,No
3365,1369,Visa,Credit,11/2020,YES,2,$9000,06/2007,2009,No
5792,1369,Mastercard,Debit,10/2024,YES,2,$14716,12/2003,2012,No
3059,1057,Mastercard,Debit,09/2015,YES,1,$23395,05/2010,2020,No
5464,1302,Mastercard,Debit,02/2024,YES,1,$9883,11/2006,2010,No
3203,1302,Mastercard,Debit,02/2020,NO,1,$8993,05/2019,2019,No
5632,1302,Visa,Credit,04/2020,YES,2,$7900,11/2010,2015,No
3972,1302,Mastercard,Debit (Prepaid),10/2022,YES,2,$13,07/2011,2014,No
3871,415,Visa,Credit,05/2023,YES,1,$9400,07/2008,2012,No
5344,415,Visa,Credit,11/2024,YES,2,$8000,10/2019,2019,No
3225,415,Mastercard,Debit,01/2021,YES,1,$17527,06/2001,2005,No
6088,415,Mastercard,Debit,02/2022,YES,1,$11818,12/2013,2013,No
2348,83,Visa,Credit,12/2023,YES,2,$11600,03/2015,2015,No
851,1093,Visa,Credit,09/2021,YES,1,$12600,01/2020,2020,No
5198,28,Mastercard,Debit,01/2021,NO,1,$13896,10/2010,2010,No
2678,28,Mastercard,Credit,01/2024,YES,1,$16400,04/2011,2011,No
2568,28,Mastercard,Debit,03/2015,YES,2,$29717,04/2008,2008,No
852,28,Visa,Debit,04/2024,YES,1,$17431,01/2020,2020,No
5529,33,Mastercard,Debit,03/2022,YES,2,$11584,11/2008,2012,No
1357,33,Mastercard,Credit,07/2016,YES,2,$9000,02/2015,2015,No
5120,33,Mastercard,Credit,02/2020,YES,1,$7400,10/2008,2009,No
2252,33,Mastercard,Debit,09/2017,YES,2,$13829,03/2010,2016,No
2404,33,Mastercard,Debit,04/2024,YES,2,$4589,04/1999,2011,No
4742,1646,Visa,Credit,03/2022,YES,2,$9000,09/2009,2011,No
5652,1646,Mastercard,Credit,05/2022,YES,2,$9900,11/2011,2011,No
2276,1646,Mastercard,Debit,08/2021,YES,1,$11153,03/2011,2011,No
5314,1646,Mastercard,Debit,04/2018,NO,1,$10671,10/2016,2016,No
4045,1646,Mastercard,Debit,10/2024,NO,1,$12470,07/2016,2016,No
1644,1847,Mastercard,Credit,03/2023,YES,2,$8700,02/2020,2020,No
310,1152,Discover,Credit,04/2024,YES,1,$7200,01/2013,2013,No
6080,134,Amex,Credit,04/2021,YES,2,$4700,12/2013,2013,No
5991,134,Amex,Credit,07/2012,YES,2,$10400,12/2010,2013,No
6120,134,Mastercard,Credit,08/2022,YES,1,$9400,12/2016,2016,No
611,134,Mastercard,Debit,02/2020,YES,1,$27290,01/2020,2020,No
853,188,Visa,Debit (Prepaid),01/2020,YES,1,$68,01/2020,2020,No
854,188,Visa,Debit,05/2020,YES,2,$41713,01/2020,2020,No
2242,220,Amex,Credit,03/2023,YES,1,$17200,03/2010,2015,No
3954,220,Visa,Debit,05/2020,YES,1,$23018,07/2010,2018,No
1645,220,Mastercard,Debit (Prepaid),04/2022,YES,1,$2,02/2020,2020,No
2697,220,Mastercard,Credit,12/2024,YES,3,$23500,04/2012,2012,No
4043,1343,Amex,Credit,02/2022,YES,1,$5300,07/2016,2016,No
612,1343,Mastercard,Debit,12/2022,NO,2,$12738,01/2020,2020,No
855,1343,Visa,Credit,06/2022,YES,1,$8700,01/2020,2020,No
856,1343,Visa,Debit,05/2021,YES,2,$5752,01/2020,2020,No
2329,1930,Mastercard,Debit,11/2020,YES,1,$15416,03/2014,2014,No
613,1930,Mastercard,Debit (Prepaid),05/2023,YES,1,$73,01/2020,2020,No
614,1930,Mastercard,Credit,10/2022,YES,1,$15700,01/2020,2020,No
1646,1260,Mastercard,Credit,05/2021,YES,1,$10100,02/2020,2020,No
6081,1260,Amex,Credit,07/2024,YES,2,$0,12/2013,2013,No
857,1260,Visa,Credit,07/2022,YES,1,$11000,01/2020,2020,No
3773,96,Mastercard,Credit,12/2024,YES,1,$18300,07/2006,2008,No
3695,96,Mastercard,Debit,04/2023,YES,2,$19959,07/2003,2013,No
361,96,Visa,Credit,10/2020,YES,2,$24300,01/2017,2017,No
5175,96,Visa,Credit,07/2021,NO,2,$18900,10/2009,2013,No
4878,1166,Visa,Debit,11/2014,YES,1,$14574,09/2014,2014,No
1222,1166,Mastercard,Credit,08/2021,YES,2,$14100,02/2010,2010,No
5822,1166,Visa,Debit,12/2012,YES,2,$23737,12/2004,2010,No
2649,1533,Mastercard,Credit,04/2021,YES,1,$11800,04/2010,2013,No
3097,1533,Mastercard,Debit,06/2022,YES,2,$27594,05/2011,2011,No
4625,1533,Visa,Credit,03/2023,YES,2,$15300,09/2006,2010,No
858,88,Visa,Credit,04/2024,YES,1,$4800,01/2020,2020,No
3226,1451,Mastercard,Debit,06/2024,YES,1,$34319,06/2001,2013,No
3790,1451,Visa,Debit,04/2013,YES,2,$10831,07/2006,2011,No
250,1451,Visa,Debit,03/2023,YES,1,$20475,01/2010,2015,No
5530,1451,Mastercard,Credit,03/2015,NO,2,$6500,11/2008,2011,No
6006,57,Mastercard,Debit,02/2020,YES,2,$17614,12/2010,2013,No
6069,1335,Mastercard,Debit,12/2020,YES,2,$51133,12/2012,2012,No
615,1335,Mastercard,Debit (Prepaid),07/2024,YES,1,$115,01/2020,2020,No
2330,1335,Mastercard,Debit (Prepaid),09/2020,YES,1,$54,03/2014,2014,No
3583,1335,Mastercard,Debit,08/2023,YES,2,$32036,06/2014,2014,No
5066,816,Visa,Debit,06/2020,YES,2,$13593,10/2006,2006,No
2968,816,Mastercard,Debit,02/2022,YES,2,$13343,05/2008,2011,No
3774,816,Mastercard,Debit,05/2024,YES,2,$6103,07/2006,2008,No
3891,816,Mastercard,Debit,06/2016,YES,1,$2646,07/2009,2015,No
4468,816,Amex,Credit,08/2021,YES,1,$9200,08/2018,2018,No
404,1081,Amex,Credit,06/2021,YES,2,$21200,01/2020,2020,No
3427,1081,Mastercard,Credit,01/2024,YES,1,$10400,06/2009,2010,No
3892,1081,Mastercard,Debit,07/2022,YES,1,$27377,07/2009,2016,No
5568,1385,Mastercard,Credit,10/2024,YES,1,$20900,11/2009,2010,No
3807,1385,Mastercard,Debit,04/2024,YES,2,$39632,07/2007,2013,No
4955,1385,Mastercard,Debit (Prepaid),01/2020,YES,2,$44,10/2001,2013,No
4344,1385,Visa,Debit,01/2021,YES,1,$48489,08/2010,2014,No
4190,1385,Visa,Debit,01/2008,YES,2,$32725,08/2006,2013,No
1256,1385,Visa,Debit,12/2022,YES,2,$36940,02/2010,2010,No
405,1125,Amex,Credit,09/2020,YES,1,$23100,01/2020,2020,No
616,1125,Mastercard,Debit,12/2022,YES,1,$41040,01/2020,2020,No
4881,1125,Amex,Credit,12/2021,YES,2,$13200,09/2015,2015,No
3601,1125,Visa,Debit,05/2021,YES,2,$29200,06/2015,2015,No
617,1952,Mastercard,Debit,10/2022,YES,3,$13831,01/2020,2020,No
1647,1870,Mastercard,Credit,03/2024,NO,1,$18900,02/2020,2020,No
1914,1870,Visa,Debit,02/2020,YES,1,$39850,02/2020,2020,No
5984,1345,Visa,Credit,09/2020,YES,1,$13900,12/2009,2011,No
2497,1345,Visa,Debit,12/2020,YES,2,$17470,04/2005,2008,No
2187,1345,Mastercard,Debit,09/2021,YES,1,$2267,03/2008,2014,No
2234,1345,Visa,Debit,04/2014,YES,2,$4031,03/2009,2014,No
4208,1345,Mastercard,Debit,11/2023,YES,2,$21833,08/2007,2011,No
287,1345,Visa,Debit,05/2021,YES,2,$16857,01/2011,2017,No
5633,1345,Visa,Debit,05/2023,NO,1,$2518,11/2010,2010,No
3775,1345,Mastercard,Debit,03/2020,YES,2,$12863,07/2006,2010,No
3060,1695,Mastercard,Credit,07/2022,YES,2,$12700,05/2010,2015,No
114,1695,Visa,Debit,12/2021,YES,3,$2851,01/2006,2007,No
48,1695,Amex,Credit,06/2020,YES,2,$4100,01/2004,2004,No
274,1695,Mastercard,Debit,01/2016,YES,2,$20838,01/2011,2011,No
1648,1906,Mastercard,Debit,10/2020,YES,2,$2721,02/2020,2020,No
2834,1985,Visa,Credit,07/2023,YES,1,$400,05/2002,2018,No
4781,1985,Mastercard,Debit,03/2020,YES,2,$416,09/2010,2010,No
4085,1985,Mastercard,Debit,12/2024,YES,2,$625,08/1996,2014,No
1095,1604,Visa,Debit,09/2022,YES,2,$20858,02/2006,2011,No
5653,1604,Mastercard,Credit,11/2011,YES,2,$11200,11/2011,2013,No
2950,1604,Visa,Credit,02/2023,YES,2,$8800,05/2007,2009,No
2207,1604,Visa,Debit,12/2024,YES,1,$10360,03/2008,2009,No
6077,1604,Visa,Debit,07/2013,YES,1,$11578,12/2012,2012,No
2188,1604,Mastercard,Debit,07/2020,YES,2,$13016,03/2008,2008,No
3185,1604,Visa,Debit,07/2021,YES,1,$13754,05/2016,2016,No
1649,1933,Mastercard,Debit (Prepaid),12/2021,YES,1,$91,02/2020,2020,No
1915,1933,Visa,Debit,02/2020,YES,2,$2094,02/2020,2020,No
2766,649,Visa,Debit,07/2020,YES,1,$14558,04/2016,2016,No
1376,649,Visa,Debit,03/2023,YES,2,$46342,02/2017,2017,No
3737,649,Mastercard,Credit,12/2023,YES,1,$17400,07/2005,2016,No
1223,649,Mastercard,Debit,06/2024,YES,2,$11401,02/2010,2016,No
251,649,Visa,Debit,03/2024,YES,1,$8280,01/2010,2010,No
2105,649,Discover,Credit,12/2012,YES,1,$0,03/2006,2008,No
4191,649,Visa,Debit (Prepaid),02/2007,YES,1,$72,08/2006,2011,No
4345,1486,Visa,Credit,06/2020,YES,1,$9600,08/2010,2011,No
1138,1744,Discover,Credit,11/2024,YES,2,$10000,02/2008,2011,No
4209,1744,Mastercard,Debit,03/2024,YES,1,$10025,08/2007,2010,No
133,1744,Mastercard,Debit,12/2022,YES,1,$9777,01/2007,2009,No
1650,1272,Mastercard,Debit,04/2021,YES,1,$8807,02/2020,2020,No
3776,400,Mastercard,Debit (Prepaid),06/2018,YES,1,$92,07/2006,2008,No
3852,400,Mastercard,Credit,05/2011,YES,1,$11400,07/2008,2014,No
3973,400,Mastercard,Debit,11/2011,YES,2,$16687,07/2011,2011,No
2507,400,Mastercard,Debit,05/2009,YES,2,$3974,04/2006,2011,No
5241,1994,Mastercard,Debit,09/2016,YES,1,$23768,10/2011,2011,No
3974,1994,Mastercard,Debit (Prepaid),08/2022,YES,1,$63,07/2011,2011,No
6032,1994,Visa,Credit,12/2023,YES,1,$21600,12/2010,2010,No
2349,572,Visa,Debit,03/2024,YES,1,$23157,03/2015,2015,No
1916,572,Visa,Debit (Prepaid),02/2020,YES,2,$54,02/2020,2020,No
2650,1442,Mastercard,Debit,06/2021,YES,2,$11986,04/2010,2015,No
5814,1853,Mastercard,Credit,05/2022,YES,1,$12600,12/2004,2009,No
6043,1853,Mastercard,Debit,02/2021,YES,2,$4340,12/2011,2012,No
1034,1853,Mastercard,Debit,01/2024,NO,2,$8149,02/2004,2007,No
5654,556,Mastercard,Debit,01/2023,YES,1,$23688,11/2011,2011,No
2,556,Mastercard,Debit,09/2021,YES,1,$19948,01/1995,2011,No
1917,1960,Visa,Debit (Prepaid),04/2021,NO,2,$69,02/2020,2020,No
4527,321,Visa,Credit,05/2005,YES,1,$9400,09/2002,2006,No
293,321,Amex,Credit,08/2018,YES,1,$3300,01/2012,2012,No
35,321,Discover,Credit,05/2011,YES,2,$11100,01/2003,2004,No
5755,321,Mastercard,Debit,01/2024,YES,2,$23792,12/1998,2012,No
4364,483,Mastercard,Debit,09/2020,YES,2,$13224,08/2011,2011,No
5369,483,Mastercard,Credit,12/2004,YES,1,$10700,11/2001,2009,No
2121,483,Mastercard,Credit,04/2024,YES,2,$13100,03/2006,2009,No
5219,404,Visa,Credit,07/2024,YES,1,$10900,10/2010,2010,No
4346,1510,Visa,Credit,11/2013,YES,1,$6600,08/2010,2011,No
1257,1510,Visa,Credit,11/2011,YES,1,$11400,02/2010,2012,No
859,916,Visa,Debit,03/2023,YES,1,$15847,01/2020,2020,No
860,916,Visa,Debit,05/2020,YES,1,$13006,01/2020,2020,No
40,1635,Mastercard,Debit,10/2008,YES,2,$5029,01/2003,2009,No
1309,1635,Visa,Credit,09/2023,YES,2,$15000,02/2012,2012,No
6044,1635,Mastercard,Debit,02/2021,YES,2,$14348,12/2011,2011,No
115,1635,Visa,Debit,10/2022,YES,2,$24876,01/2006,2009,No
618,1635,Mastercard,Debit,06/2024,YES,2,$13523,01/2020,2020,No
381,1635,Mastercard,Debit,04/2023,YES,1,$21434,01/2019,2019,No
2535,1384,Mastercard,Debit,05/2016,YES,1,$19206,04/2007,2011,No
5229,1384,Discover,Credit,03/2014,YES,2,$15000,10/2011,2011,No
3723,1384,Visa,Debit,02/2020,YES,2,$24617,07/2004,2006,No
3171,943,Discover,Credit,02/2023,YES,2,$6600,05/2016,2016,No
5351,1236,Mastercard,Debit,01/2024,YES,1,$4304,11/1997,2012,No
85,1236,Visa,Debit,03/2019,YES,2,$1269,01/2005,2013,No
5815,1236,Mastercard,Debit,06/2023,YES,1,$3458,12/2004,2013,No
4101,1236,Mastercard,Debit,09/2022,NO,2,$6775,08/2001,2012,No
2369,1236,Visa,Credit,01/2021,YES,1,$8800,03/2017,2017,No
6142,1236,Mastercard,Debit,11/2024,YES,1,$12223,12/2019,2019,No
1918,969,Visa,Debit,12/2020,YES,2,$13478,02/2020,2020,No
619,969,Mastercard,Debit,11/2020,YES,1,$19578,01/2020,2020,No
861,969,Visa,Debit,04/2024,YES,2,$2944,01/2020,2020,No
1651,508,Mastercard,Debit,03/2023,YES,1,$20773,02/2020,2020,No
1652,508,Mastercard,Debit,01/2022,YES,2,$24203,02/2020,2020,No
620,508,Mastercard,Debit (Prepaid),07/2020,YES,2,$98,01/2020,2020,No
3428,496,Mastercard,Debit,11/2020,YES,2,$2727,06/2009,2014,No
4517,496,Amex,Credit,03/2023,YES,2,$6800,09/2002,2002,No
3186,496,Visa,Debit,03/2019,YES,1,$22516,05/2016,2016,No
5806,496,Discover,Credit,12/2021,YES,2,$11500,12/2004,2009,No
5176,450,Visa,Debit,12/2021,NO,2,$15214,10/2009,2010,No
862,450,Visa,Debit,12/2024,YES,2,$23687,01/2020,2020,No
4192,450,Visa,Debit,11/2021,YES,1,$18048,08/2006,2007,No
5634,1753,Visa,Debit,03/2020,YES,1,$25102,11/2010,2014,No
2987,304,Visa,Debit,01/2022,YES,2,$13773,05/2008,2008,No
4365,304,Mastercard,Debit,05/2021,YES,1,$12892,08/2011,2011,No
5667,839,Amex,Credit,05/2019,YES,2,$6600,11/2012,2012,No
3187,839,Visa,Debit,04/2024,YES,2,$25650,05/2016,2016,No
4725,839,Mastercard,Debit,06/2020,YES,2,$37192,09/2009,2010,No
4608,138,Mastercard,Debit,04/2021,YES,1,$5779,09/2006,2014,No
2820,138,Visa,Debit,08/2023,YES,1,$13325,05/2001,2011,No
5422,138,Amex,Credit,01/2023,YES,1,$4000,11/2005,2009,No
2807,138,Amex,Credit,02/2023,YES,1,$6900,05/2000,2012,No
4912,43,Mastercard,Debit,10/2023,YES,1,$35702,09/2017,2017,No
1416,43,Amex,Credit,08/2024,YES,1,$13200,02/2020,2020,No
5740,43,Visa,Credit,03/2020,YES,2,$21700,11/2018,2018,No
863,43,Visa,Credit,08/2020,NO,1,$13700,01/2020,2020,No
864,1187,Visa,Debit,10/2020,YES,1,$24389,01/2020,2020,No
2385,1187,Mastercard,Debit (Prepaid),02/2020,YES,2,$74,03/2019,2019,No
91,1187,Amex,Credit,12/2020,YES,1,$12100,01/2006,2011,No
5121,849,Mastercard,Debit,11/2022,YES,1,$16640,10/2008,2009,No
3477,849,Mastercard,Debit,09/2013,YES,1,$14889,06/2010,2011,No
3823,849,Visa,Debit,06/2021,YES,1,$19080,07/2007,2010,No
3169,654,Visa,Credit,10/2023,NO,2,$7600,05/2015,2015,No
5352,1898,Mastercard,Debit,03/2023,YES,2,$14525,11/1997,2014,No
1068,1898,Visa,Debit,02/2020,YES,1,$15636,02/2005,2014,No
5122,1898,Mastercard,Debit,08/2023,YES,2,$13296,10/2008,2016,No
4543,1898,Visa,Credit,03/2023,NO,2,$10100,09/2003,2011,No
2423,1898,Visa,Debit,09/2024,NO,1,$36412,04/2001,2007,No
4566,1971,Visa,Debit,11/2023,YES,1,$4589,09/2004,2012,No
3293,1971,Mastercard,Debit,02/2020,YES,1,$17474,06/2005,2015,No
406,1020,Amex,Credit,05/2024,YES,1,$12000,01/2020,2020,No
1417,1020,Amex,Credit,02/2020,YES,1,$16900,02/2020,2020,No
1224,1020,Mastercard,Debit,07/2023,YES,1,$26277,02/2010,2010,No
2728,1020,Mastercard,Debit,02/2020,YES,1,$26317,04/2014,2014,No
4062,22,Visa,Credit,01/2022,YES,2,$13600,07/2017,2017,No
1653,436,Mastercard,Debit,08/2024,NO,2,$21540,02/2020,2020,No
1342,1823,Mastercard,Debit,03/2020,YES,1,$37468,02/2014,2014,No
5177,1823,Visa,Debit,04/2021,NO,1,$27864,10/2009,2012,No
3638,1823,Visa,Debit (Prepaid),02/2020,NO,1,$65,06/2018,2018,No
4048,1823,Visa,Debit,03/2020,YES,1,$31842,07/2016,2016,No
3244,1823,Visa,Credit,03/2020,YES,2,$14900,06/2002,2011,No
3201,1823,Visa,Credit,08/2024,YES,2,$12400,05/2018,2018,No
5242,589,Mastercard,Debit,12/2020,YES,2,$14094,10/2011,2018,No
4497,589,Mastercard,Debit,01/2021,YES,1,$8962,09/1999,2011,No
2277,49,Mastercard,Debit,02/2018,YES,1,$15510,03/2011,2011,No
3061,49,Mastercard,Debit,06/2024,YES,1,$20311,05/2010,2012,No
3955,49,Visa,Debit,09/2023,YES,1,$13492,07/2010,2010,No
1654,1350,Mastercard,Debit,02/2022,YES,2,$10015,02/2020,2020,No
4257,1525,Mastercard,Debit (Prepaid),12/2023,YES,1,$77,08/2008,2009,No
1077,1525,Amex,Credit,05/2022,YES,1,$8200,02/2006,2016,No
3853,1525,Mastercard,Debit (Prepaid),10/2019,YES,2,$50,07/2008,2008,No
4726,1525,Mastercard,Debit,09/2010,YES,1,$297,09/2009,2009,No
5493,69,Mastercard,Credit,12/2022,YES,1,$9300,11/2007,2014,No
2062,69,Mastercard,Debit,06/2023,YES,2,$24425,03/2004,2006,No
252,69,Visa,Credit,09/2021,YES,2,$3900,01/2010,2010,No
2514,69,Visa,Debit,04/2020,YES,1,$21098,04/2006,2009,No
5253,69,Visa,Credit,01/2020,YES,1,$10800,10/2011,2013,No
3294,69,Mastercard,Debit,06/2024,YES,2,$6817,06/2005,2016,No
62,234,Visa,Credit,02/2024,YES,1,$12600,01/2004,2011,No
5370,234,Mastercard,Debit (Prepaid),11/2010,NO,1,$42,11/2001,2004,No
5861,234,Mastercard,Credit,12/2009,YES,2,$6400,12/2006,2009,No
4799,234,Visa,Credit,07/2020,YES,1,$9800,09/2010,2011,No
2052,234,Visa,Debit,07/2023,YES,1,$4750,03/2003,2011,No
5178,234,Visa,Debit,08/2021,NO,2,$6532,10/2009,2009,No
2355,608,Mastercard,Debit,11/2022,YES,1,$1044,03/2016,2016,No
2278,608,Mastercard,Debit,09/2018,YES,1,$746,03/2011,2011,No
1655,608,Mastercard,Debit (Prepaid),02/2020,YES,1,$61,02/2020,2020,No
5494,1064,Mastercard,Debit (Prepaid),10/2008,YES,2,$58,11/2007,2015,No
4567,374,Visa,Debit,05/2022,YES,1,$18771,09/2004,2009,No
5100,374,Visa,Debit,01/2023,YES,1,$17108,10/2007,2007,No
1919,374,Visa,Debit,10/2023,YES,1,$12446,02/2020,2020,No
3791,374,Visa,Credit,01/2021,YES,1,$8200,07/2006,2013,No
2569,374,Mastercard,Debit,05/2022,YES,2,$7081,04/2008,2010,No
1358,286,Mastercard,Debit,02/2024,YES,1,$23009,02/2015,2015,No
6092,286,Visa,Debit,11/2017,YES,2,$17973,12/2013,2013,No
4450,286,Mastercard,Debit,10/2023,YES,1,$12254,08/2015,2015,No
4782,286,Mastercard,Debit,08/2022,YES,1,$20799,09/2010,2010,No
2463,1419,Mastercard,Debit,03/2021,YES,2,$27320,04/2004,2008,No
